id,is_contractor
754e3a28-80e0-40f8-ad75-9608ba98da07,FALSE
055c6e14-40a5-4273-8f2b-1b2db54831d7,FALSE
22b5b6a1-f1ce-4d81-9714-ac150218cd93,FALSE
f0be848f-ad7d-46f0-87d5-e25cb2e48034,FALSE
fb6b1156-e2d2-429b-a10f-1319c8e33524,FALSE
d7eb398d-77d7-4b98-9771-422820501a6b,FALSE
226109ba-f2dd-4792-b9bb-08369b7a4407,FALSE
a23cf460-3f95-4219-a497-30dbf4ad8582,FALSE
118d05b5-2974-482d-a9d0-689c7159d9d7,FALSE
cc82e930-f101-4f52-a292-6ea0fdc03d80,TRUE
17f61bf1-0f4f-43a1-b017-5078d242f94f,FALSE
c64c1f14-0795-4dd3-b7e5-7c38c5882875,FALSE
e8c4fa2f-f0ee-41e7-846e-e3de4e5a37f2,FALSE
cfae6afb-9879-4a30-85f0-9a23f10bda81,FALSE
7c13da7d-387d-487f-b532-d7f9cd48a57f,FALSE
17cf302a-286b-4256-a49b-2277c6c39595,FALSE
1af09e1b-5a1b-4524-99dc-c05ca7f76fa6,FALSE
d472d0e5-ea68-4036-b75f-f604d9cf6452,FALSE
d1bd537c-4197-47a9-80bb-95c4dd8c768e,FALSE
cee122ea-ce1f-4caa-8633-21a867fd731b,FALSE
6830a0e5-3941-4571-a383-76ce656713b0,FALSE
03870f6e-a145-4d71-9fa7-4df3f214a6b9,FALSE
44887f10-550e-4e86-8b15-91bc025e2259,FALSE
d7b492ef-fc6c-4716-9aeb-7e0802d630a7,FALSE
c1532b11-e18e-49ca-a15d-2ea79bd04107,FALSE
4b613f5f-fa01-403d-bd43-017da666961f,TRUE
00c66ec5-7b27-439c-b437-e5180664c55e,FALSE
e0c5d347-77f4-4935-9cf4-e8b9a49d2eae,FALSE
ff6dfcb4-4600-4880-b54a-ffc466bde8a5,FALSE
d669e44b-a3d4-49e7-9c6b-15bb0c6dfd54,FALSE
4edb37ed-0e13-4d94-b130-c35ab4808957,FALSE
7f42aa1d-9c52-4c63-b53c-50289309f304,FALSE
5efc21c5-0ba4-4fc9-93b1-7a4705215229,FALSE
0e781aae-7046-4380-822c-fa5cedd035e7,FALSE
3fe30862-edc4-4c60-a9b2-e705fc35cbf8,FALSE
c31eb6fd-73a9-43b3-aaf3-2943c6a4364d,FALSE
e37b5299-200c-41ed-9147-c86045829a77,FALSE
1bbdd999-c805-439e-a4b9-4f17d1be6675,FALSE
eed9173a-0d67-49b2-afd2-aabe8fd50424,FALSE
86c7b53c-cc9e-4bad-9cc2-c8d05f6cd57b,FALSE
4948f093-ea3c-4029-acf7-adeac600b98b,FALSE
2da648bc-05dc-433f-afb3-b94ed291bf07,FALSE
96b7e095-7d00-40d0-978f-f9e33a7cd9cd,FALSE
a4ef8c69-0b04-4a0a-a720-30dc06c5d630,FALSE
360a58be-c8ed-4082-9bab-54cefa2be72f,FALSE
99746b20-9317-4bf6-9b8b-ced818ddddef,FALSE
0f6a8040-0cc5-4d59-8d90-77b8ed03b641,FALSE
38b1ef1d-ea40-442e-9e51-560bd5d7ab94,FALSE
fb78891b-664f-4266-89e1-8d2d94d9ea73,FALSE
96addbdf-8ea8-4ab2-844e-233739a77ca9,FALSE
f10b5683-64c0-4f4a-b363-8e78a50132b3,TRUE
77ca75ac-e619-4114-97ef-f1e24ab83707,FALSE
54f1c207-c2fe-4d52-aa47-440fe072f152,FALSE
fa86102b-6d96-4d8c-aea0-983de19ce510,FALSE
d49f64a0-23dc-4575-b21d-f261f20755e9,FALSE
0ec5d382-1e09-421d-8b11-f0756d0bb09f,FALSE
4b57fd74-778b-4c1d-a03f-d6051c88e3be,FALSE
af140f5d-9524-4783-82ff-9e70a9cfcfef,FALSE
f6fd7eef-4317-4080-b592-28254683e294,FALSE
b305cb42-0aeb-49d1-a353-cb18a031f6e6,FALSE
a8b84e8e-bb1d-4194-af88-5a8a0cb1ad18,FALSE
8b7ed09e-e29a-4661-b2f1-336f127c17b2,FALSE
379dacdd-8827-4bd6-ad53-b45f32592c9f,FALSE
625bba5f-119a-4dfe-aa6d-9b72737aec9f,FALSE
f0c4bb97-6a01-4e53-b209-7af59d495a00,FALSE
2492028c-5ba7-4d4e-825c-7b8b4e184cc1,FALSE
cb4c19f7-856b-4230-93d4-436d4e465d4c,FALSE
7a4df109-041e-4401-bc95-9b4ca70b2bc7,FALSE
